Index,STNAME,CTYNAME,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,"Less than a high school diploma, 2009-2013","High school diploma only, 2009-2013","Some college or associate's degree, 2009-2013","Bachelor's degree or higher, 2009-2013","Percent of adults with less than a high school diploma, 2009-2013","Percent of adults with a high school diploma only, 2009-2013","Percent of adults completing some college or associate's degree, 2009-2013","Percent of adults with a bachelor's degree or higher, 2009-2013",Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Median_Household_Income_2013
North Carolina-Hoke County,North Carolina,Hoke County,37,93,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"4,793","8,578","11,352","5,148",16,29,38,17,"19,655","17,772","1,883",10,"19,117","17,602","1,515",8,"43,987"
North Carolina-Hyde County,North Carolina,Hyde County,37,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,886,"1,412","1,429",446,21,34,34,11,"2,146","1,906",240,11,"2,154","1,962",192,9,"36,681"
North Carolina-Iredell County,North Carolina,Iredell County,37,97,2,0,6,7,16,4,0,0,0,1,2,2,3,4,1,"15,261","31,906","35,015","25,811",14,30,32,24,"79,131","72,602","6,529",8,"79,485","74,670","4,815",6,"49,983"
North Carolina-Jackson County,North Carolina,Jackson County,37,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"3,823","6,857","7,673","7,106",15,27,30,28,"18,327","16,778","1,549",9,"18,125","16,970","1,155",6,"40,511"
North Carolina-Johnston County,North Carolina,Johnston County,37,101,1,4,4,1,0,2,0,0,2,0,0,1,2,2,1,"18,770","33,319","36,939","22,773",17,30,33,20,"84,148","78,284","5,864",7,"85,187","80,538","4,649",6,"50,904"
North Carolina-Jones County,North Carolina,Jones County,37,103,0,0,3,0,1,0,0,1,1,1,0,0,0,1,0,"1,170","2,680","2,568",803,16,37,36,11,"4,525","4,148",377,8,"4,520","4,232",288,6,"39,602"
North Carolina-Lee County,North Carolina,Lee County,37,105,0,1,1,1,0,0,0,0,2,1,0,0,0,0,2,"7,639","10,522","12,657","7,816",20,27,33,20,"25,995","23,376","2,619",10,"24,749","22,754","1,995",8,"48,061"
North Carolina-Lenoir County,North Carolina,Lenoir County,37,107,0,0,3,2,1,0,0,0,0,2,1,1,1,2,1,"8,482","12,568","13,642","5,657",21,31,34,14,"28,421","25,974","2,447",9,"27,673","25,734","1,939",7,"34,127"
North Carolina-Lincoln County,North Carolina,Lincoln County,37,109,0,0,2,0,0,0,1,3,0,6,0,0,1,1,3,"8,955","16,269","18,744","10,564",16,30,34,19,"39,760","36,497","3,263",8,"39,881","37,514","2,367",6,"50,537"
North Carolina-McDowell County,North Carolina,McDowell County,37,111,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"6,099","11,721","9,549","4,430",19,37,30,14,"20,395","18,581","1,814",9,"20,596","19,293","1,303",6,"36,840"
North Carolina-Macon County,North Carolina,Macon County,37,113,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"3,605","7,685","8,764","5,163",14,30,35,20,"15,154","13,785","1,369",9,"14,849","13,884",965,7,"37,219"
North Carolina-Madison County,North Carolina,Madison County,37,115,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,"2,797","4,843","4,246","2,717",19,33,29,19,"9,460","8,710",750,8,"9,366","8,819",547,6,"37,479"
North Carolina-Martin County,North Carolina,Martin County,37,117,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"3,149","6,376","5,431","2,029",19,38,32,12,"10,069","9,029","1,040",10,"9,819","9,067",752,8,"34,761"
North Carolina-Mecklenburg County,North Carolina,Mecklenburg County,37,119,0,1,6,21,10,0,3,1,2,3,5,3,7,5,5,"69,223","120,878","176,583","251,998",11,20,29,41,"535,777","495,568","40,209",8,"540,956","509,197","31,759",6,"54,657"
North Carolina-Mitchell County,North Carolina,Mitchell County,37,121,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2,106","4,077","3,191","1,912",19,36,28,17,"6,658","5,934",724,11,"6,488","6,001",487,8,"38,303"
North Carolina-Montgomery County,North Carolina,Montgomery County,37,123,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,"5,319","5,171","5,508","2,836",28,27,29,15,"11,667","10,705",962,8,"11,401","10,674",727,6,"35,613"
North Carolina-Moore County,North Carolina,Moore County,37,125,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,"6,629","16,806","20,864","20,199",10,26,32,31,"37,809","34,909","2,900",8,"37,883","35,639","2,244",6,"50,169"
North Carolina-Nash County,North Carolina,Nash County,37,127,0,0,1,4,1,0,0,3,0,1,2,2,0,1,0,"10,966","21,639","19,768","12,434",17,33,31,19,"45,201","40,560","4,641",10,"43,775","40,332","3,443",8,"41,575"
North Carolina-New Hanover County,North Carolina,New Hanover County,37,129,2,3,5,8,1,0,0,0,1,0,4,3,0,3,2,"13,048","30,540","44,484","50,882",9,22,32,37,"109,294","101,079","8,215",8,"109,507","103,164","6,343",6,"48,651"
North Carolina-Northampton County,North Carolina,Northampton County,37,131,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,"4,190","5,431","4,371","1,449",27,35,28,9,"8,146","7,340",806,10,"7,943","7,316",627,8,"31,732"
North Carolina-Onslow County,North Carolina,Onslow County,37,133,8,1,28,7,4,7,1,10,0,3,4,1,3,2,2,"9,193","28,044","39,755","16,900",10,30,42,18,"63,912","59,414","4,498",7,"63,739","59,970","3,769",6,"45,213"
North Carolina-Orange County,North Carolina,Orange County,37,135,0,0,3,3,5,2,2,2,1,9,10,8,5,1,0,"7,452","12,873","16,074","45,959",9,16,20,56,"72,592","68,779","3,813",5,"73,196","69,942","3,254",4,"59,472"
North Carolina-Pamlico County,North Carolina,Pamlico County,37,137,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"1,405","3,214","3,384","1,837",14,33,34,19,"5,321","4,873",448,8,"5,278","4,933",345,7,"43,517"
North Carolina-Pasquotank County,North Carolina,Pasquotank County,37,139,0,0,3,0,0,0,0,0,0,2,2,1,1,2,3,"4,291","7,517","9,253","5,309",16,29,35,20,"17,650","15,955","1,695",10,"17,177","15,807","1,370",8,"40,094"
North Carolina-Pender County,North Carolina,Pender County,37,141,0,0,0,2,1,0,1,0,0,0,2,1,1,2,1,"4,944","11,617","12,497","8,037",13,31,34,22,"24,960","22,727","2,233",9,"24,990","23,268","1,722",7,"44,949"
North Carolina-Perquimans County,North Carolina,Perquimans County,37,143,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,"1,599","3,452","2,965","1,808",16,35,30,18,"5,209","4,717",492,9,"5,095","4,709",386,8,"42,504"
North Carolina-Person County,North Carolina,Person County,37,145,0,0,1,0,1,0,0,2,0,0,0,1,1,1,0,"4,632","9,838","8,781","4,005",17,36,32,15,"18,251","16,444","1,807",10,"18,113","16,771","1,342",7,"42,091"
North Carolina-Pitt County,North Carolina,Pitt County,37,147,0,0,1,1,0,0,0,0,2,2,3,1,2,0,6,"14,323","25,568","32,421","28,318",14,25,32,28,"87,390","80,431","6,959",8,"86,461","81,029","5,432",6,"40,940"
North Carolina-Polk County,North Carolina,Polk County,37,149,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"1,986","4,463","4,740","4,123",13,29,31,27,"8,637","8,081",556,6,"8,349","7,915",434,5,"43,665"
North Carolina-Randolph County,North Carolina,Randolph County,37,151,1,0,2,1,1,1,0,0,1,0,0,1,2,7,6,"21,115","33,801","28,014","13,223",22,35,29,14,"67,714","61,953","5,761",9,"66,378","62,212","4,166",6,"40,896"
North Carolina-Richmond County,North Carolina,Richmond County,37,153,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,"6,139","11,371","9,468","3,811",20,37,31,12,"17,627","15,600","2,027",12,"16,957","15,476","1,481",9,"32,825"
North Carolina-Robeson County,North Carolina,Robeson County,37,155,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,"23,876","26,446","23,030","10,508",28,32,27,13,"52,043","45,934","6,109",12,"50,686","46,005","4,681",9,"30,248"
North Carolina-Rockingham County,North Carolina,Rockingham County,37,157,0,0,0,0,0,1,1,0,0,0,0,1,0,2,3,"13,788","23,051","20,234","8,490",21,35,31,13,"42,030","37,997","4,033",10,"41,128","38,134","2,994",7,"40,446"
North Carolina-Rowan County,North Carolina,Rowan County,37,159,0,0,0,2,0,0,0,0,3,0,0,0,1,2,0,"17,761","31,218","28,479","15,870",19,33,31,17,"62,562","56,859","5,703",9,"62,646","58,466","4,180",7,"41,475"
North Carolina-Rutherford County,North Carolina,Rutherford County,37,161,0,2,0,2,0,0,1,2,0,3,0,0,2,0,1,"8,688","14,558","16,032","8,031",18,31,34,17,"25,884","23,021","2,863",11,"25,198","23,076","2,122",8,"35,544"
North Carolina-Sampson County,North Carolina,Sampson County,37,163,0,0,1,0,0,0,0,0,0,3,1,3,0,2,4,"10,574","14,226","12,125","5,319",25,34,29,13,"29,495","27,215","2,280",8,"29,411","27,590","1,821",6,"35,890"
North Carolina-Scotland County,North Carolina,Scotland County,37,165,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"5,318","8,421","6,568","3,400",22,36,28,14,"12,227","10,402","1,825",15,"11,915","10,518","1,397",12,"32,314"
North Carolina-Stanly County,North Carolina,Stanly County,37,167,0,0,0,1,0,0,0,1,0,0,2,0,3,4,4,"7,969","13,600","13,027","6,578",19,33,32,16,"28,786","26,473","2,313",8,"28,308","26,639","1,669",6,"42,801"
North Carolina-Stokes County,North Carolina,Stokes County,37,169,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"6,332","13,427","9,203","4,464",19,40,28,13,"22,077","20,396","1,681",8,"21,788","20,528","1,260",6,"44,552"
North Carolina-Surry County,North Carolina,Surry County,37,171,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,"12,588","15,192","15,487","7,623",25,30,30,15,"33,209","30,464","2,745",8,"32,669","30,686","1,983",6,"36,221"
North Carolina-Swain County,North Carolina,Swain County,37,173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1,731","3,072","3,316","1,578",18,32,34,16,"6,579","5,772",807,12,"6,363","5,799",564,9,"34,552"
North Carolina-Transylvania County,North Carolina,Transylvania County,37,175,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"2,835","6,955","7,856","6,730",12,29,32,28,"13,383","12,388",995,7,"13,239","12,471",768,6,"40,578"
North Carolina-Tyrrell County,North Carolina,Tyrrell County,37,177,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,902,"1,153",842,267,29,36,27,8,"1,550","1,358",192,12,"1,529","1,383",146,10,"32,642"
North Carolina-Union County,North Carolina,Union County,37,179,0,1,1,4,3,0,0,2,0,1,1,1,3,9,4,"15,645","33,241","38,657","40,776",12,26,30,32,"105,409","98,528","6,881",7,"106,780","101,318","5,462",5,"63,912"
North Carolina-Vance County,North Carolina,Vance County,37,181,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,"7,198","10,758","8,235","3,361",24,36,28,11,"18,076","16,017","2,059",11,"17,897","16,256","1,641",9,"35,565"
North Carolina-Wake County,North Carolina,Wake County,37,183,13,12,14,33,23,18,6,7,3,5,17,15,13,24,16,"50,207","101,666","160,530","288,658",8,17,27,48,"509,978","479,539","30,439",6,"517,101","492,473","24,628",5,"65,433"
North Carolina-Warren County,North Carolina,Warren County,37,185,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,"3,491","5,199","4,159","2,009",23,35,28,14,"7,283","6,493",790,11,"7,225","6,596",629,9,"33,767"
North Carolina-Washington County,North Carolina,Washington County,37,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,854","3,386","2,550","1,037",21,38,29,12,"5,287","4,635",652,12,"5,013","4,540",473,9,"31,596"
North Carolina-Watauga County,North Carolina,Watauga County,37,189,0,0,1,2,1,0,0,0,2,0,0,1,1,1,3,"3,124","5,765","8,749","10,772",11,20,31,38,"26,908","25,182","1,726",6,"26,826","25,449","1,377",5,"38,380"
North Carolina-Wayne County,North Carolina,Wayne County,37,191,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,"14,691","23,552","29,019","13,166",18,29,36,16,"54,639","50,417","4,222",8,"53,587","50,224","3,363",6,"41,526"
North Carolina-Wilkes County,North Carolina,Wilkes County,37,193,0,0,1,0,0,0,0,0,0,1,0,2,2,2,7,"12,589","15,905","14,150","6,083",26,33,29,12,"29,868","27,223","2,645",9,"29,274","27,364","1,910",7,"35,895"
North Carolina-Wilson County,North Carolina,Wilson County,37,195,0,0,0,0,3,0,0,1,1,2,1,1,0,1,0,"11,747","17,441","15,673","9,779",21,32,29,18,"38,059","33,627","4,432",12,"37,397","33,928","3,469",9,"40,772"
North Carolina-Yadkin County,North Carolina,Yadkin County,37,197,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"5,614","9,420","7,965","3,462",21,36,30,13,"17,804","16,464","1,340",8,"17,585","16,629",956,5,"40,998"
North Carolina-Yancey County,North Carolina,Yancey County,37,199,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2,188","4,386","4,099","2,330",17,34,32,18,"7,810","7,075",735,9,"7,452","6,961",491,7,"35,866"
North Carolina-North Carolina,North Carolina,North Carolina,37,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"965,137","1,733,132","1,962,344","1,747,409",15,27,31,27,"4,680,748","4,310,422","370,326",8,"4,656,194","4,370,379","285,815",6,"45,946"
North Dakota-Adams County,North Dakota,Adams County,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,657,577,410,7,37,33,23,"1,095","1,067",28,3,"1,108","1,076",32,3,"44,833"
North Dakota-Barnes County,North Dakota,Barnes County,38,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,790,"2,626","2,360","2,052",10,34,30,26,"5,666","5,482",184,3,"5,585","5,404",181,3,"52,035"
North Dakota-Benson County,North Dakota,Benson County,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,655,"1,359","1,396",448,17,35,36,12,"2,498","2,305",193,8,"2,476","2,308",168,7,"42,326"
North Dakota-Billings County,North Dakota,Billings County,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,248,201,144,11,37,30,22,476,462,14,3,498,483,15,3,"74,636"
North Dakota-Bottineau County,North Dakota,Bottineau County,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,556,"1,285","1,857",980,12,27,40,21,"3,198","3,071",127,4,"3,227","3,109",118,4,"61,279"
North Dakota-Bowman County,North Dakota,Bowman County,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,765,783,469,11,34,35,21,"1,980","1,940",40,2,"1,893","1,858",35,2,"60,429"
North Dakota-Burke County,North Dakota,Burke County,38,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,507,501,251,13,35,35,17,"1,331","1,300",31,2,"1,277","1,241",36,3,"60,416"
North Dakota-Burleigh County,North Dakota,Burleigh County,38,15,0,0,0,0,0,0,0,2,0,0,1,1,0,5,0,"3,737","13,309","20,516","18,640",7,24,37,33,"47,579","46,395","1,184",3,"47,920","46,718","1,202",3,"63,503"
North Dakota-Cass County,North Dakota,Cass County,38,17,0,0,1,0,0,2,2,2,7,7,16,9,11,14,5,"5,170","19,561","35,296","35,494",5,20,37,37,"91,890","89,356","2,534",3,"93,540","91,208","2,332",3,"53,077"
North Dakota-Cavalier County,North Dakota,Cavalier County,38,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,886,"1,233",486,12,30,42,16,"1,993","1,924",69,4,"1,988","1,926",62,3,"53,577"
North Dakota-Dickey County,North Dakota,Dickey County,38,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,"1,087","1,176",844,13,30,33,24,"2,611","2,548",63,2,"2,578","2,522",56,2,"52,414"
North Dakota-Divide County,North Dakota,Divide County,38,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,592,628,387,9,33,35,22,"1,720","1,695",25,2,"1,815","1,787",28,2,"63,616"
North Dakota-Dunn County,North Dakota,Dunn County,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,880,"1,053",478,10,33,39,18,"4,148","4,090",58,1,"4,325","4,270",55,1,"69,914"
North Dakota-Eddy County,North Dakota,Eddy County,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,529,677,356,12,30,38,20,"1,230","1,153",77,6,"1,265","1,190",75,6,"46,875"
North Dakota-Emmons County,North Dakota,Emmons County,38,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,875,854,370,18,34,33,14,"1,558","1,473",85,6,"1,553","1,461",92,6,"43,438"
North Dakota-Foster County,North Dakota,Foster County,38,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,327,804,805,471,14,33,33,20,"1,614","1,558",56,4,"1,636","1,584",52,3,"55,172"
North Dakota-Golden Valley County,North Dakota,Golden Valley County,38,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,324,510,209,9,28,45,18,946,924,22,2,962,941,21,2,"48,103"
North Dakota-Grand Forks County,North Dakota,Grand Forks County,38,35,1,0,0,0,0,0,0,4,2,4,5,8,2,3,3,"2,920","9,364","13,808","12,622",8,24,36,33,"37,447","36,308","1,139",3,"37,387","36,318","1,069",3,"49,697"
North Dakota-Grant County,North Dakota,Grant County,38,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,672,587,294,13,37,33,16,"1,241","1,203",38,3,"1,285","1,247",38,3,"45,908"
North Dakota-Griggs County,North Dakota,Griggs County,38,39,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,311,662,626,277,17,35,33,15,"1,176","1,148",28,2,"1,175","1,146",29,3,"50,570"
North Dakota-Hettinger County,North Dakota,Hettinger County,38,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,638,681,326,13,34,36,17,"1,420","1,380",40,3,"1,485","1,451",34,2,"60,171"
North Dakota-Kidder County,North Dakota,Kidder County,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,587,621,362,16,31,33,19,"1,184","1,123",61,5,"1,227","1,174",53,4,"47,390"
North Dakota-LaMoure County,North Dakota,LaMoure County,38,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,393,943,"1,092",665,13,30,35,22,"2,174","2,123",51,2,"2,219","2,161",58,3,"55,388"
North Dakota-Logan County,North Dakota,Logan County,38,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,487,423,185,23,34,30,13,893,864,29,3,902,873,29,3,"48,520"
North Dakota-McHenry County,North Dakota,McHenry County,38,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,463,"1,557","1,333",655,12,39,33,16,"3,148","3,009",139,4,"3,186","3,042",144,5,"49,078"
North Dakota-McIntosh County,North Dakota,McIntosh County,38,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,655,583,404,25,30,27,19,"1,234","1,196",38,3,"1,235","1,196",39,3,"40,540"
North Dakota-McKenzie County,North Dakota,McKenzie County,38,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,"1,325","1,864","1,052",10,28,40,22,"7,640","7,526",114,2,"9,130","8,997",133,2,"75,699"
North Dakota-McLean County,North Dakota,McLean County,38,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,"2,290","2,676","1,194",9,34,39,18,"4,758","4,554",204,4,"4,852","4,648",204,4,"53,604"
North Dakota-Mercer County,North Dakota,Mercer County,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,"1,907","2,315","1,271",11,31,37,21,"4,211","4,017",194,5,"4,192","4,022",170,4,"70,150"
North Dakota-Morton County,North Dakota,Morton County,38,59,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,"1,874","5,605","7,085","4,619",10,29,37,24,"15,862","15,336",526,3,"16,032","15,493",539,3,"59,650"
North Dakota-Mountrail County,North Dakota,Mountrail County,38,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,"1,610","2,277",987,10,30,42,18,"8,011","7,888",123,2,"9,030","8,912",118,1,"65,546"
North Dakota-Nelson County,North Dakota,Nelson County,38,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,696,939,504,11,29,39,21,"1,509","1,441",68,5,"1,522","1,462",60,4,"55,915"
North Dakota-Oliver County,North Dakota,Oliver County,38,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,399,531,215,12,31,41,16,896,842,54,6,919,862,57,6,"66,082"
North Dakota-Pembina County,North Dakota,Pembina County,38,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,591,"1,930","1,810","1,026",11,36,34,19,"3,585","3,363",222,6,"3,596","3,385",211,6,"53,983"
North Dakota-Pierce County,North Dakota,Pierce County,38,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,"1,116","1,142",401,18,35,35,12,"1,815","1,738",77,4,"1,809","1,729",80,4,"44,585"
North Dakota-Ramsey County,North Dakota,Ramsey County,38,71,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,928,"2,242","3,050","1,652",12,28,39,21,"5,775","5,557",218,4,"5,734","5,524",210,4,"49,299"
North Dakota-Ransom County,North Dakota,Ransom County,38,73,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,468,"1,390","1,373",637,12,36,35,16,"2,705","2,625",80,3,"2,695","2,614",81,3,"58,578"
North Dakota-Renville County,North Dakota,Renville County,38,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,526,829,307,7,30,47,17,"1,361","1,326",35,3,"1,395","1,357",38,3,"61,533"
North Dakota-Richland County,North Dakota,Richland County,38,77,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,"1,073","2,856","4,374","2,174",10,27,42,21,"8,584","8,293",291,3,"8,556","8,287",269,3,"54,312"
North Dakota-Rolette County,North Dakota,Rolette County,38,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1,466","1,796","3,194","1,602",18,22,40,20,"4,952","4,345",607,12,"4,857","4,286",571,12,"34,836"
North Dakota-Sargent County,North Dakota,Sargent County,38,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,961,978,493,11,35,36,18,"2,125","2,071",54,3,"2,164","2,113",51,2,"58,672"
North Dakota-Sheridan County,North Dakota,Sheridan County,38,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,410,323,171,15,38,30,16,651,621,30,5,664,626,38,6,"43,346"
North Dakota-Sioux County,North Dakota,Sioux County,38,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,623,831,392,17,28,38,18,"1,321","1,260",61,5,"1,347","1,283",64,5,"34,491"
North Dakota-Slope County,North Dakota,Slope County,38,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,176,179,126,14,31,32,22,489,478,11,2,480,469,11,2,"59,852"
North Dakota-Stark County,North Dakota,Stark County,38,89,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1,817","5,281","5,682","4,201",11,31,33,25,"19,754","19,423",331,2,"21,558","21,207",351,2,"69,566"
North Dakota-Steele County,North Dakota,Steele County,38,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,440,579,288,8,31,41,20,"1,002",976,26,3,"1,000",976,24,2,"65,730"
North Dakota-Stutsman County,North Dakota,Stutsman County,38,93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"1,855","5,109","4,144","3,444",13,35,28,24,"10,551","10,220",331,3,"10,577","10,275",302,3,"50,941"
North Dakota-Towner County,North Dakota,Towner County,38,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114,524,676,366,7,31,40,22,"1,159","1,112",47,4,"1,192","1,146",46,4,"55,199"
North Dakota-Traill County,North Dakota,Traill County,38,97,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,522,"1,393","2,009","1,595",9,25,36,29,"4,468","4,337",131,3,"4,448","4,325",123,3,"57,006"
North Dakota-Walsh County,North Dakota,Walsh County,38,99,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,"1,342","2,513","2,599","1,449",17,32,33,18,"5,551","5,271",280,5,"5,577","5,307",270,5,"48,301"
North Dakota-Ward County,North Dakota,Ward County,38,101,1,0,0,0,0,0,1,1,0,0,1,2,0,0,1,"2,806","11,145","15,222","10,172",7,28,39,26,"34,772","33,832",940,3,"34,869","33,927",942,3,"56,192"
North Dakota-Wells County,North Dakota,Wells County,38,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,"1,105","1,025",619,14,34,32,19,"2,100","2,003",97,5,"2,118","2,017",101,5,"54,251"
North Dakota-Williams County,North Dakota,Williams County,38,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"1,752","4,968","6,597","3,306",11,30,40,20,"29,707","29,344",363,1,"32,308","31,924",384,1,"84,237"
